,Description,Processor,RAM,Operating System,Storage,Display,Warranty,Price,ram_in_gb,ddr_version,processor_name,gen_type,OS,disk_drive,size_in_inches,touchscreen,company,graphic_card,SSD,HDD
644,DELL Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) Inspiron 5320 Thin and Light Laptop,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,29.46 cm (11.6 Inch) Display,2 Year Carry-in Warranty,20584928.0,8,4,Intel,10,Windows,SSD,11.6,No,Dell,No,512,0
645,ASUS Zenbook Pro 14 Duo OLED (2022) with Dual Screen Touch Panel Core i9 12th Gen - (32 GB/1 TB SSD/Wi...,Intel Core i7 Processor (12th Gen),16 GB DDR4 RAM,Windows 11 Operating System,1 TB SSD,33.78 cm (13.3 inch) Display,1 Year Onsite Warranty,29118180.0,16,4,Intel,10,Windows,SSD,13.3,No,Asus,No,1000,0
646,APPLE MacBook Pro Core i5 8th Gen - (8 GB/512 GB SSD/Mac OS Mojave) MV972HN/A,Intel Core i7 Processor (8th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,256 GB SSD,40.64 cm (16 Inch) Touchscreen Display,2 Year Carry-in Warranty,29573180.0,8,4,Intel,8,Windows,SSD,16.0,Yes,Apple,No,256,0
647,HP Victus Intel Core i7 13th Gen - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX ...,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,40.64 cm (16 inch) Display,2 Year Carry-in Warranty,20564180.0,8,4,Intel,10,Windows,SSD,16.0,No,HP,Yes,512,0
648,MSI Core i5 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 1650...,Intel Core i3 Processor (11th Gen),16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,9644180.0,16,4,Intel,10,Windows,SSD,15.6,No,MSI,Yes,512,0
649,ASUS Zenbook 13 Intel EVO Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) UX325EA-KG512WS Thin a...,Intel Core i5 Processor (8th Gen),16 GB DDR5 RAM,Mac OS Operating System,512 GB SSD,33.78 cm (13.3 Inch) Display,1 Year Onsite Warranty + 1 Year Premium Care + 1 Year Accidental Damage Protection,13102180.0,16,5,Intel,8,Mac,SSD,13.3,No,Asus,No,512,0
650,ASUS Zenbook Flip 14 OLED Intel H-Series Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) UP5401Z...,Intel Core i5 Processor (8th Gen),16 GB DDR4 RAM,64 bit Windows 11 Operating System,1 TB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,19108180.0,16,4,Intel,8,Windows,SSD,15.6,No,Asus,No,1000,0
651,Primebook 4G Android Based MediaTek MT8788 - (4 GB/64 GB EMMC Storage/Prime OS) 4G Thin and Light Lapt...,Intel Core i7 Processor (12th Gen),8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,3092180.0,8,4,Intel,10,Windows,SSD,15.6,No,Primebook,No,512,0
652,Acer Spin 5 Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home) SP514-51N 2 in 1 Laptop,AMD Ryzen 7 Octa Core Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year International Travelers Warranty (ITW),23658180.0,8,4,AMD,0,Windows,SSD,15.6,No,Acer,No,512,0
653,DELL Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10) Inspiron 3511 Thin and Light Laptop,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4 RAM,64 bit Windows 11 Operating System,1 TB SSD,35.56 cm (14 inch) Display,1 Year Onsite Warranty,9826180.0,16,4,AMD,0,Windows,SSD,14.0,No,Dell,No,1000,0
654,Acer Aspire 5 Core i3 11th Gen - (4 GB/256 GB SSD/Windows 10 Home) A515-56 Thin and Light Laptop,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,Prime OS Operating System,2 TB SSD,35.56 cm (14 Inch) Display,1 Year Onsite Warranty,7278180.0,8,4,Intel,10,Windows,SSD,14.0,No,Acer,No,2000,0
655,HP 15s Intel Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-fq5111TU Thin and Light Laptop,Intel Core i5 Processor (12th Gen),16 GB DDR5 RAM,64 bit Windows 11 Operating System,512 GB SSD,40.64 cm (16 Inch) Display,1 Year Onsite Warranty,10008180.0,16,5,Intel,10,Windows,SSD,16.0,No,HP,No,512,0
656,Lenovo Thinkbook Core i7 11th Gen - (16 GB/512 GB SSD/Windows 10 Home) TB15 ITL G2 Thin and Light Lapt...,Intel Core i5 Processor (8th Gen),32 GB DDR5 RAM,64 bit Windows 10 Operating System,512 GB SSD,35.56 cm (14 inch) Display,1 Year Onsite Warranty,25503842.0,32,5,Intel,8,Windows,SSD,14.0,No,Lenovo,No,512,0
657,Infinix INBook X2 Plus Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) XL25 Thin and Light Laptop,Intel Core i5 Processor (13th Gen),8 GB DDR3 RAM,64 bit Windows 10 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,5822180.0,8,3,Intel,10,Windows,SSD,15.6,No,Infinix,No,512,0
658,ASUS ROG Strix G15 (2022) Ryzen 7 Octa Core AMD R7-6800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Grap...,Intel Core i7 Processor (10th Gen),16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,35.56 cm (14 Inch) Display,1 Year Onsite Warranty,19819800.0,16,4,Intel,10,Windows,SSD,14.0,No,Asus,No,512,0
659,HP 14s Intel Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) 14s - dy5005TU Thin and Light Lapto...,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,35.56 cm (14 Inch) Display,1 Year Onsite Warranty,10918180.0,8,4,Intel,10,Windows,SSD,14.0,No,HP,No,512,0
660,DELL Core i5 12th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home/2 GB Graphics) Inspiron 3520 Thin an...,Intel Core i7 Processor (12th Gen),16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,12647180.0,16,4,Intel,10,Windows,SSD,15.6,No,Dell,Yes,512,0
661,Lenovo IdeaPad Gaming 3 Ryzen 7 Octa Core 4800H - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDI...,Intel Core i5 Processor (10th Gen),16 GB DDR5 RAM,Windows 11 Operating System,512 GB SSD,33.78 cm (13.3 Inch) Display,1 Year Domestic Warranty,14012180.0,16,5,Intel,10,Windows,SSD,13.3,No,Lenovo,Yes,512,0
662,DELL Inspiron Core i3 11th Gen - (4 GB/512 GB SSD/Windows 10) Inspiron 3501 Thin and Light Laptop,Intel Celeron Quad Core Processor,4 GB DDR4 RAM,64 bit Windows 11 Operating System,1 TB HDD|256 GB SSD,36.83 cm (14.5 inch) Touchscreen Display,1 Year Onsite Warranty,8370180.0,4,4,Intel,0,Windows,Both,14.0,Yes,Dell,No,256,1000
663,HP Intel Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s- fr4000TU Thin and Light Laptop,Intel Core i5 Processor (12th Gen),16 GB DDR5 RAM,Windows 11 Operating System,512 GB SSD,33.78 cm (13.3 inch) Display,2 Years Carry In Warranty,9553180.0,16,5,Intel,10,Windows,SSD,13.3,No,HP,No,512,0
664,Acer Spin 3 Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) SP314-55N 2 in 1 Laptop,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,256 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,15468180.0,8,4,Intel,10,Windows,SSD,15.6,No,Acer,No,256,0
665,HP Chromebook x360 Intel Celeron Quad Core - (4 GB/64 GB EMMC Storage/Chrome OS) 14a-ca0504TU Thin and...,Intel Core i7 Processor (10th Gen),4 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,4184180.0,4,4,Intel,10,Windows,SSD,15.6,No,HP,No,512,0
666,DELL Inspiron Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 305...,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,33.78 cm (13.3 Inch) Display,2 Year Onsite Warranty,13375180.0,8,4,Intel,10,Windows,SSD,13.3,No,Dell,Yes,512,0
667,Primebook 4G Android Based MediaTek MT8788 - (4 GB/128 GB EMMC Storage/Prime OS) 4G Thin and Light Lap...,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,64 bit Windows 11 Operating System,1 TB SSD,35.56 cm (14 inch) Touchscreen Display,One-year International Travelers Warranty,3456180.0,16,4,Intel,10,Windows,SSD,14.0,Yes,Primebook,No,1000,0
668,ASUS VivoBook 15 (2022) Core i3 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) X515JA-BQ322WS Thin and L...,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,64 bit Chrome Operating System,512 GB SSD,29.46 cm (11.6 Inch) Display,1 Year International Warranty,6550180.0,8,4,Intel,10,Windows,SSD,11.6,No,Asus,No,512,0
669,Acer Nitro 5 (2023) Ryzen 7 Octa Core 7735HS - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA ...,Intel Core i5 Processor (13th Gen),16 GB DDR5 RAM,64 bit Windows 11 Operating System,512 GB SSD,35.56 cm (14 inch) Touchscreen Display,1 Year Onsite Warranty,16924180.0,16,5,Intel,10,Windows,SSD,14.0,Yes,Acer,Yes,512,0
670,HP 15s (2023) Intel Core i3 13th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15-fd0018TU Thin and Light La...,Intel Core i7 Processor (12th Gen),16 GB DDR4 RAM,Prime OS Operating System,256 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,8826818.0,16,4,Intel,10,Windows,SSD,15.6,No,HP,No,256,0
671,Lenovo IdeaPad Slim 3 Intel Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 81X800J3IN|81X800LGIN...,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,7279818.0,8,4,AMD,0,Windows,SSD,15.6,No,Lenovo,No,512,0
672,ASUS Zenbook 14 OLED Intel EVO P-Series Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) UX3402ZA...,AMD Ryzen 9 Octa Core Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,256 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,19108180.0,8,4,AMD,0,Windows,SSD,15.6,No,Asus,No,256,0
673,ASUS Zenbook 14 OLED Touch Intel EVO P-Series Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) UX...,Intel Core i5 Processor (11th Gen),4 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,38.1 cm (15 inch) Display,1 Year Onsite Warranty,20018180.0,4,4,Intel,10,Windows,SSD,15.0,No,Asus,No,512,0
674,ASUS Vivobook 15X (2023) Core i5 13th Gen - (16 GB/512 GB SSD/Windows 11 Home) K3504VAB-NJ541WS Thin a...,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,1 TB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,12010180.0,8,4,AMD,0,Windows,SSD,15.6,No,Asus,No,1000,0
675,Lenovo IdeaPad 3 Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) 15ALC6 Thin and Light Lap...,Intel Core i7 Processor (13th Gen),16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,8003450.0,16,4,Intel,10,Windows,SSD,15.6,No,Lenovo,No,512,0
676,ASUS Core i5 13th Gen - (16 GB/1 TB SSD/Windows 11 Home) K3504VA - LK552WS Laptop,AMD Ryzen 9 12 Core Processor,4 GB DDR4 RAM,Windows 11 Operating System,1 TB SSD,35.56 cm (14 inch) Display,2 Year Carry-in Warranty,15197000.0,4,4,AMD,0,Windows,SSD,14.0,No,Asus,No,1000,0
677,MSI Core i7 13th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 4050) Katana 1...,Intel Core i9 Processor (13th Gen),8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year International Travelers Warranty,23658180.0,8,4,Intel,10,Windows,SSD,15.6,No,MSI,Yes,512,0
678,HP Celeron Dual Core - (4 GB/128 GB EMMC Storage/Chrome OS) 15a- na0012TU Thin and Light Laptop,Intel Core i5 Processor (12th Gen),4 GB DDR4 RAM,64 bit Windows 11 Operating System,128 GB SSD,39.62 cm (15.6 inch) Display,2 Year On-Site & Carry-In Warranty,4366180.0,4,4,Intel,10,Windows,SSD,15.6,No,HP,No,128,0
679,Primebook 4G Android Based MediaTek MT8788 - (4 GB/64 GB EMMC Storage/Prime OS) 4G Thin and Light Lapt...,Intel Core i7 Processor (13th Gen),8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,2 Year On-Site & Carry-In Warranty,3092180.0,8,4,Intel,10,Windows,SSD,15.6,No,Primebook,No,512,0
680,MSI Prestige 14 Intel EVO Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10 Home) Prestige 14Evo A11M-62...,Intel Core i7 Processor (13th Gen),16 GB DDR5 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,12738180.0,16,5,Intel,10,Windows,SSD,15.6,No,MSI,No,512,0
681,HP Ryzen 5 Quad Core R5 5500 - (8 GB/512 GB SSD/Windows 11 Home) 245 G8 Business Laptop,AMD Ryzen 9 Octa Core Processor,8 GB DDR4 RAM,Chrome Operating System,512 GB SSD,35.56 cm (14 inch) Touchscreen Display,1 Year Onsite Warranty,7824180.0,8,4,AMD,0,Windows,SSD,14.0,Yes,HP,No,512,0
682,Acer Aspire (2023) Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce R...,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,Prime OS Operating System,512 GB SSD,35.56 cm (14 Inch) Touchscreen Display,1 Year Limited Hardware Warranty,13466180.0,8,4,Intel,10,Windows,SSD,14.0,Yes,Acer,Yes,512,0
683,HP 15s Intel Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-fq5111TU Thin and Light Laptop,AMD Ryzen 9 Octa Core Processor,16 GB DDR5 RAM,64 bit Windows 10 Operating System,1 TB HDD|256 GB SSD,39.62 cm (15.6 inch) Display,2 Year On-Site & Carry-In Warranty,10008180.0,16,5,AMD,0,Windows,Both,15.6,No,HP,No,256,1000
684,Lenovo Ryzen 3 Quad Core - (8 GB/512 GB SSD/DOS) 21A4A08XIH Laptop,AMD Ryzen 7 Octa Core Processor,16 GB DDR5 RAM,Windows 11 Operating System,1 TB HDD|256 GB SSD,29.46 cm (11.6 Inch) Display,1 Year Onsite Warranty,6639360.0,16,5,AMD,0,Windows,Both,11.6,No,Lenovo,No,256,1000
685,Acer Extensa 15 Celeron Quad Core - (4 GB/256 GB SSD/Windows 10 Home) EX215-31 Laptop,Intel Celeron Dual Core Processor,16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,4277000.0,16,4,Intel,0,Windows,SSD,15.6,No,Acer,No,512,0
686,ASUS VivoBook 16X Ryzen 7 Octa Core 5800H - (16 GB/512 GB SSD/Windows 11 Home) M1603QA-MB711WS Thin an...,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,1 TB SSD,39.62 cm (15.6 Inch) Display,1 Year International Travelers Warranty (ITW),11464180.0,8,4,Intel,10,Windows,SSD,15.6,No,Asus,No,1000,0
687,MSI Core i5 12th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 205...,Intel Core i7 Processor (8th Gen),16 GB DDR4 RAM,DOS Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,2 Year Carry-in Warranty,12192180.0,16,4,Intel,8,DOS,SSD,15.6,No,MSI,Yes,512,0
688,Acer Spin 7 Core i7 7th Gen - (8 GB/256 GB SSD/Windows 10 Home) SP714-51 Laptop,AMD Ryzen 9 12 Core Processor,16 GB DDR5 RAM,64 bit Windows 10 Operating System,1 TB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite�Warranty�+ 1 Year Premium Care + 1 Year Accidental Damage Protection,21838180.0,16,5,AMD,0,Windows,SSD,15.6,No,Acer,No,1000,0
689,Lenovo Yoga Slim 7 Pro Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) 14IAP7 Thin and Light Lap...,Intel Core i9 Processor (13th Gen),4 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,35.56 cm (14 inch) Display,1 Year Onsite Warranty,19250140.0,4,4,Intel,10,Windows,SSD,14.0,No,Lenovo,No,512,0
690,ASUS Vivobook Go 15 OLED (2023) Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-LK...,Intel Core i3 Processor (11th Gen),4 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,35.56 cm (14 inch) Touchscreen Display,1 Year Onsite Warranty,10372180.0,4,4,Intel,10,Windows,SSD,14.0,Yes,Asus,No,512,0
691,MSI Katana 15 Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3050...,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4 RAM,"Pre-installed Genuine Windows 10 Operating System (Includes Built-in Security, Free Automated Updates, Latest Features)",1 TB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,17652180.0,16,4,AMD,0,Windows,SSD,15.6,No,MSI,Yes,1000,0
692,ASUS ROG Strix Scar 17 SE (2022) with 90Whr Battery Core i9 12th Gen - (32 GB/4 TB SSD/Windows 11 Home...,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,72798180.0,8,4,Intel,10,Windows,SSD,15.6,No,Asus,No,1000,0
693,Acer Extensa Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) EX 215-54-583M Thin and Light Laptop,Intel Core i9 Processor (13th Gen),16 GB DDR4 RAM,Windows 11 Operating System,1 TB SSD,39.62 cm (15.6 inch) Display,2 Years Onsite Warranty,7824180.0,16,4,Intel,10,Windows,SSD,15.6,No,Acer,No,1000,0
694,ASUS Ryzen 7 Quad Core - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics) M3500QCL1711WS Laptop,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,43.94 cm (17.3 Inch) Display,1 Year Onsite Warranty,15806700.0,8,4,Intel,10,Windows,SSD,17.3,No,Asus,Yes,512,0
695,MSI Katana 15 Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 305...,AMD Ryzen 9 Octa Core Processor,8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,14376180.0,8,4,AMD,0,Windows,SSD,15.6,No,MSI,Yes,512,0
696,ASUS ROG Zephyrus G15 with 90Whr Battery Ryzen 7 Octa Core 6800HS - (16 GB/1 TB SSD/Windows 11 Home/6 ...,Intel Core i7 Processor (12th Gen),4 GB DDR4 RAM,64 bit Windows 11 Operating System,1 TB SSD,29.46 cm (11.6 Inch) Display,1 Year Onsite Warranty,27480180.0,4,4,Intel,10,Windows,SSD,11.6,No,Asus,No,1000,0
697,Lenovo IdeaPad 3 Intel Core i3 11th Gen - (8 GB/256 GB SSD/DOS) 15ITL6 Thin and Light Laptop,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,64 bit Windows 11 Operating System,1 TB SSD,35.56 cm (14 inch) Display,1 Year Onsite Warranty,6914180.0,16,4,Intel,10,Windows,SSD,14.0,No,Lenovo,No,1000,0
698,DELL Vostro Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) Vostro 5620 Thin and Light Laptop,AMD Ryzen 9 Octa Core Processor,16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,35.56 cm (14 Inch) Display,1 Year Onsite Warranty,13285818.0,16,4,AMD,0,Windows,SSD,14.0,No,Dell,No,512,0
699,Primebook 4G Android Based MediaTek MT8788 - (4 GB/64 GB EMMC Storage/Prime OS) 4G Thin and Light Lapt...,Intel Core i5 Processor (11th Gen),8 GB DDR3 RAM,Windows 11 Operating System,1 TB SSD,39.62 cm (15.6 Inch) Display,2 Years Warranty,3092180.0,8,3,Intel,10,Windows,SSD,15.6,No,Primebook,No,1000,0
700,ASUS ROG Zephyrus G15 (2022) with 90Whr Battery Ryzen 7 Octa Core 6800HS - (16 GB/1 TB SSD/Windows 11 ...,AMD Ryzen 5 Hexa Core Processor,16 GB DDR5 RAM,64 bit Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,26570180.0,16,5,AMD,0,Windows,SSD,15.6,No,Asus,No,512,0
701,HP Chromebook (2023) Intel Core i5 11th Gen - (8 GB/256 GB SSD/Chrome OS) 14c-cc0010TU Chromebook,Intel Core i5 Processor (12th Gen),8 GB DDR5 RAM,64 bit DOS Operating System,128 GB SSD,39.62 cm (15.6 inch) Display,2 Year Carry-in Warranty,10008180.0,8,5,Intel,10,DOS,SSD,15.6,No,HP,No,128,0
702,DELL Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 3511 Laptop,Intel Core i5 Processor (12th Gen),16 GB DDR5 RAM,64 bit Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 inches) Display,1 Year Onsite Warranty,7805980.0,16,5,Intel,10,Windows,SSD,15.6,No,Dell,No,512,0
703,Lenovo IdeaPad Slim 3 Intel Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 81X800J3IN|81X800LGIN...,AMD Ryzen 7 Octa Core Processor,32 GB DDR5 RAM,Prime OS Operating System,512 GB SSD,40.64 cm (16 Inch) Display,2 Years Onsite�Warranty,7279818.0,32,5,AMD,0,Windows,SSD,16.0,No,Lenovo,No,512,0
704,HP Omen Ryzen 7 Ryzen 7 Octa Core 6800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFor...,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,1 TB SSD,39.62 cm (15.6 Inch) Display,1 Year International Travelers Warranty (ITW),18361798.0,8,4,Intel,10,Windows,SSD,15.6,No,HP,Yes,1000,0
705,ASUS ROG Zephyrus G15 (2022) Ryzen 7 Octa Core 6800HS - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/...,Intel Core i7 Processor (12th Gen),16 GB DDR4 RAM,64 bit Chrome Operating System,1 TB SSD,35.56 cm (14 inch) Touchscreen Display,2 Year On-Site & Carry-In Warranty,26570180.0,16,4,Intel,10,Windows,SSD,14.0,Yes,Asus,Yes,1000,0
706,Infinix INBook Y1 Plus Intel Core i3 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) XL28 Thin and Light ...,Intel Core i5 Processor (12th Gen),8 GB DDR5 RAM,Windows 11 Operating System,256 GB SSD,35.56 cm (14 Inch) Display,1 Year International Travelers Warranty (ITW),5458180.0,8,5,Intel,10,Windows,SSD,14.0,No,Infinix,No,256,0
707,HP 15s Intel Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-fq5111TU Thin and Light Laptop,AMD Ryzen 7 Octa Core Processor,16 GB DDR5 RAM,64 bit Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,2 Years Carry In Warranty,10008180.0,16,5,AMD,0,Windows,SSD,15.6,No,HP,No,512,0
708,Lenovo Legion 5 Pro Ryzen 7 Octa Core 5800H - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeF...,Intel Core i9 Processor (13th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Manufacturer Warranty,29118180.0,8,4,Intel,10,Windows,SSD,15.6,No,Lenovo,Yes,512,0
709,ASUS ROG Zephyrus M16 (2022) with 90Whr Battery Core i9 12th Gen - (32 GB/2 TB SSD/Windows 11 Home/16 ...,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,Windows 11 Operating System,1 TB SSD,43.94 cm (17.3 inch) Display,2 Year On-Site & Carry-In Warranty,55508180.0,16,4,AMD,0,Windows,SSD,17.3,No,Asus,No,1000,0
710,ASUS TUF GAMING A15 Ryzen 7 Octa Core 4800H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA Ge...,AMD Ryzen 5 Quad Core Processor,4 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,12556180.0,4,4,AMD,0,Windows,SSD,15.6,No,Asus,Yes,512,0
711,HP Intel Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s- fr4000TU Thin and Light Laptop,Intel Core i5 Processor (12th Gen),16 GB DDR5 RAM,64 bit Windows 11 Operating System,1 TB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,9553180.0,16,5,Intel,10,Windows,SSD,15.6,No,HP,No,1000,0
712,ASUS Ryzen 3 Dual Core - (8 GB/512 GB SSD/Windows 11 Home) E1404FA-NK321WS Laptop,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,7096180.0,8,4,AMD,0,Windows,SSD,15.6,No,Asus,No,512,0
713,ASUS Vivobook Ultra 14 (2022) Core i3 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) K413EA-EB303TS|K413...,AMD Ryzen 7 Octa Core Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,1 TB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,7460180.0,8,4,AMD,0,Windows,SSD,15.6,No,Asus,No,1000,0
714,ASUS Zenbook 14X OLED Ryzen 5 Hexa Core 5600H - (16 GB/512 GB SSD/Windows 11 Home) UM5401QA-KM541WS Th...,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,1 TB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,12738180.0,8,4,Intel,10,Windows,SSD,15.6,No,Asus,No,1000,0
